ssn,first_name,last_name,email,state,ip_address,domain
379-61-1390,Paul,Frazier,pfrazierqw@msn.com,OH,94.151.172.190,gov
610-96-7979,Anne,Turner,aturnerqx@census.gov,MN,145.196.249.113,gov
243-29-9145,Anna,Long,alongqy@bigcartel.com,OR,246.155.47.227,name
840-47-9468,Joshua,Robinson,jrobinsonqz@newyorker.com,CA,208.28.137.3,net
262-39-4866,Joseph,Burton,jburtonr0@shinystat.com,OH,166.2.130.125,edu
642-48-0012,Jose,Lewis,jlewisr1@guardian.co.uk,CO,26.181.72.107,net
583-31-0001,Frances,Knight,fknightr2@digg.com,OH,253.208.4.204,info
842-74-2896,Amanda,Walker,awalkerr3@blogs.com,TX,157.53.119.72,info
103-59-7477,Randy,Jenkins,rjenkinsr4@chron.com,NY,217.127.59.176,gov
272-02-2205,Margaret,Arnold,marnoldr5@chronoengine.com,NV,93.230.119.116,com
129-54-1787,Joan,Turner,jturnerr6@bbb.org,TX,102.87.50.100,com
954-50-1024,Ernest,Butler,ebutlerr7@addtoany.com,MO,10.214.92.196,info
745-51-3360,Denise,Carter,dcarterr8@hatena.ne.jp,TX,218.59.139.215,info
911-64-2860,Anthony,Gomez,agomezr9@wired.com,AL,12.179.208.226,com
289-53-2776,Janet,Bishop,jbishopra@cornell.edu,CA,8.138.203.89,mil
760-82-6337,Theresa,Hill,thillrb@ycombinator.com,MA,145.195.245.30,org
725-20-8827,Diana,Campbell,dcampbellrc@friendfeed.com,MN,10.209.127.181,net
270-86-6566,Phillip,Little,plittlerd@fc2.com,GA,79.215.48.28,name
273-58-1539,Ralph,Lawrence,rlawrencere@elpais.com,MN,198.79.151.134,info
699-13-0146,Walter,Bennett,wbennettrf@dropbox.com,IA,254.193.69.166,edu
706-70-4738,Alice,Mason,amasonrg@illinois.edu,NJ,181.253.188.228,info
207-84-6766,Laura,Foster,lfosterrh@amazon.co.jp,PA,181.139.201.63,biz
713-51-2646,Frank,Dean,fdeanri@nytimes.com,CO,87.75.103.178,edu
383-59-0851,Marilyn,Frazier,mfrazierrj@tiny.cc,MD,195.10.14.23,com
964-63-2173,Denise,Matthews,dmatthewsrk@gmpg.org,AZ,74.78.27.173,name
302-31-1180,Diane,Nguyen,dnguyenrl@msu.edu,NC,62.117.45.150,net
226-29-4997,William,Warren,wwarrenrm@baidu.com,CA,93.41.129.79,mil
566-07-8024,Virginia,Morris,vmorrisrn@boston.com,NV,121.142.184.249,name
213-27-1297,Denise,Hernandez,dhernandezro@google.es,MN,125.194.218.188,name
653-70-5943,Lillian,Bell,lbellrp@liveinternet.ru,CA,84.135.56.9,org
921-26-4435,Howard,Martinez,hmartinezrq@dion.ne.jp,MN,21.132.248.153,com
367-12-3025,Sara,Cole,scolerr@a8.net,MO,97.18.44.53,info
